"Year","Units","Grado urbanización","Municipio","Nacionalidad","GeoCode","Value"
2020,"Indicador 1","Zona rural","Balanegra","UE15","A04904",1.19
2020,"Indicador 1","Zona rural","Alcalá de los Gazules","UE15","A11001",0.52
2020,"Indicador 1","Zona rural","Alcalá del Valle","UE15","A11002",0.3
2020,"Indicador 1","Zona rural","Algar","UE15","A11003",0.35
2020,"Indicador 1","Ciudades","Algeciras","UE15","A11004",0.59
2020,"Indicador 1","Zona rural","Algodonales","UE15","A11005",1.73
2020,"Indicador 1","Zona de densidad intermedia","Arcos de la Frontera","UE15","A11006",0.8
2020,"Indicador 1","Zona de densidad intermedia","Barbate","UE15","A11007",1
2020,"Indicador 1","Zona de densidad intermedia","Barrios, Los","UE15","A11008",0.97
2020,"Indicador 1","Zona rural","Benaocaz","UE15","A11009",0.89
2020,"Indicador 1","Zona de densidad intermedia","Bornos","UE15","A11010",0.25
2020,"Indicador 1","Zona rural","Bosque, El","UE15","A11011",0.47
2020,"Indicador 1","Ciudades","Cádiz","UE15","A11012",0.51
2020,"Indicador 1","Zona rural","Castellar de la Frontera","UE15","A11013",2.78
2020,"Indicador 1","Zona de densidad intermedia","Conil de la Frontera","UE15","A11014",2.36
2020,"Indicador 1","Ciudades","Chiclana de la Frontera","UE15","A11015",2.1
2020,"Indicador 1","Zona de densidad intermedia","Chipiona","UE15","A11016",0.74
2020,"Indicador 1","Zona rural","Espera","UE15","A11017",0.03
2020,"Indicador 1","Zona rural","Gastor, El","UE15","A11018",2.49
2020,"Indicador 1","Zona rural","Grazalema","UE15","A11019",0.5
2020,"Indicador 1","Ciudades","Jerez de la Frontera","UE15","A11020",0.41
2020,"Indicador 1","Zona rural","Jimena de la Frontera","UE15","A11021",5.13
2020,"Indicador 1","Ciudades","Línea de la Concepción, La","UE15","A11022",2.66
2020,"Indicador 1","Zona de densidad intermedia","Medina Sidonia","UE15","A11023",0.82
2020,"Indicador 1","Zona de densidad intermedia","Olvera","UE15","A11024",1.64
2020,"Indicador 1","Zona de densidad intermedia","Paterna de Rivera","UE15","A11025",0.13
2020,"Indicador 1","Zona de densidad intermedia","Prado del Rey","UE15","A11026",0.29
2020,"Indicador 1","Ciudades","Puerto de Santa María, El","UE15","A11027",0.86
2020,"Indicador 1","Zona de densidad intermedia","Puerto Real","UE15","A11028",0.38
2020,"Indicador 1","Zona de densidad intermedia","Puerto Serrano","UE15","A11029",0.19
2020,"Indicador 1","Zona de densidad intermedia","Rota","UE15","A11030",0.48
2020,"Indicador 1","Ciudades","San Fernando","UE15","A11031",0.12
2020,"Indicador 1","Ciudades","Sanlúcar de Barrameda","UE15","A11032",0.43
2020,"Indicador 1","Zona de densidad intermedia","San Roque","UE15","A11033",6.24
2020,"Indicador 1","Zona rural","Setenil de las Bodegas","UE15","A11034",0.18
2020,"Indicador 1","Zona de densidad intermedia","Tarifa","UE15","A11035",5.76
2020,"Indicador 1","Zona rural","Torre Alháquime","UE15","A11036",0.38
2020,"Indicador 1","Zona de densidad intermedia","Trebujena","UE15","A11037",0.24
2020,"Indicador 1","Zona de densidad intermedia","Ubrique","UE15","A11038",0.11
2020,"Indicador 1","Zona de densidad intermedia","Vejer de la Frontera","UE15","A11039",2.82
2020,"Indicador 1","Zona rural","Villaluenga del Rosario","UE15","A11040",0.66
2020,"Indicador 1","Zona de densidad intermedia","Villamartín","UE15","A11041",0.45
2020,"Indicador 1","Zona rural","Zahara","UE15","A11042",0.8
2020,"Indicador 1","Zona de densidad intermedia","Benalup-Casas Viejas","UE15","A11901",0.5
2020,"Indicador 1","Zona rural","San José del Valle","UE15","A11902",0.27
2020,"Indicador 1","Zona rural","San Martín del Tesorillo","UE15","A11903",4.11
2020,"Indicador 1","Zona rural","Adamuz","UE15","A14001",0.1
2020,"Indicador 1","Zona de densidad intermedia","Aguilar de la Frontera","UE15","A14002",0.09
2020,"Indicador 1","Zona rural","Alcaracejos","UE15","A14003",0.2
2020,"Indicador 1","Zona rural","Almedinilla","UE15","A14004",0.59
2020,"Indicador 1","Zona de densidad intermedia","Almodóvar del Río","UE15","A14005",0.35
2020,"Indicador 1","Zona rural","Añora","UE15","A14006",0
2020,"Indicador 1","Zona de densidad intermedia","Baena","UE15","A14007",0.13
2020,"Indicador 1","Zona rural","Belalcázar","UE15","A14008",0.19
2020,"Indicador 1","Zona rural","Belmez","UE15","A14009",0.21
2020,"Indicador 1","Zona rural","Benamejí","UE15","A14010",0.24
2020,"Indicador 1","Zona rural","Blázquez, Los","UE15","A14011",0
2020,"Indicador 1","Zona de densidad intermedia","Bujalance","UE15","A14012",0.07
2020,"Indicador 1","Zona de densidad intermedia","Cabra","UE15","A14013",0.18
2020,"Indicador 1","Zona rural","Cañete de las Torres","UE15","A14014",0
2020,"Indicador 1","Zona rural","Carcabuey","UE15","A14015",0.17
2020,"Indicador 1","Zona rural","Cardeña","UE15","A14016",0.07
2020,"Indicador 1","Zona de densidad intermedia","Carlota, La","UE15","A14017",0.18
2020,"Indicador 1","Zona rural","Carpio, El","UE15","A14018",0.09
2020,"Indicador 1","Zona de densidad intermedia","Castro del Río","UE15","A14019",0.09
2020,"Indicador 1","Zona rural","Conquista","UE15","A14020",0
2020,"Indicador 1","Ciudades","Córdoba","UE15","A14021",0.27
2020,"Indicador 1","Zona rural","Doña Mencía","UE15","A14022",0
2020,"Indicador 1","Zona rural","Dos Torres","UE15","A14023",0.08
2020,"Indicador 1","Zona rural","Encinas Reales","UE15","A14024",0.49
2020,"Indicador 1","Zona rural","Espejo","UE15","A14025",0.03
2020,"Indicador 1","Zona rural","Espiel","UE15","A14026",0.5
2020,"Indicador 1","Zona de densidad intermedia","Fernán-Núñez","UE15","A14027",0.13
2020,"Indicador 1","Zona rural","Fuente la Lancha","UE15","A14028",0
2020,"Indicador 1","Zona rural","Fuente Obejuna","UE15","A14029",0.04
2020,"Indicador 1","Zona de densidad intermedia","Fuente Palmera","UE15","A14030",0.03
2020,"Indicador 1","Zona rural","Fuente-Tójar","UE15","A14031",1.8
2020,"Indicador 1","Zona rural","Granjuela, La","UE15","A14032",0.23
2020,"Indicador 1","Zona rural","Guadalcázar","UE15","A14033",0.06
2020,"Indicador 1","Zona rural","Guijo, El","UE15","A14034",0
2020,"Indicador 1","Zona de densidad intermedia","Hinojosa del Duque","UE15","A14035",0.15
2020,"Indicador 1","Zona rural","Hornachuelos","UE15","A14036",0.2
2020,"Indicador 1","Zona rural","Iznájar","UE15","A14037",10.09
2020,"Indicador 1","Zona de densidad intermedia","Lucena","UE15","A14038",0.24
2020,"Indicador 1","Zona rural","Luque","UE15","A14039",0.34
2020,"Indicador 1","Zona de densidad intermedia","Montalbán de Córdoba","UE15","A14040",0.04
2020,"Indicador 1","Zona rural","Montemayor","UE15","A14041",0.05
2020,"Indicador 1","Zona de densidad intermedia","Montilla","UE15","A14042",0.17
2020,"Indicador 1","Zona de densidad intermedia","Montoro","UE15","A14043",0.34
2020,"Indicador 1","Zona rural","Monturque","UE15","A14044",0.1
2020,"Indicador 1","Zona rural","Moriles","UE15","A14045",0
2020,"Indicador 1","Zona de densidad intermedia","Nueva Carteya","UE15","A14046",0.11
2020,"Indicador 1","Zona rural","Obejo","UE15","A14047",0.4
2020,"Indicador 1","Zona rural","Palenciana","UE15","A14048",0.96
2020,"Indicador 1","Zona de densidad intermedia","Palma del Río","UE15","A14049",0.15
2020,"Indicador 1","Zona rural","Pedro Abad","UE15","A14050",0.04
2020,"Indicador 1","Zona rural","Pedroche","UE15","A14051",0.13
2020,"Indicador 1","Zona de densidad intermedia","Peñarroya-Pueblonuevo","UE15","A14052",0.2
2020,"Indicador 1","Zona de densidad intermedia","Posadas","UE15","A14053",0.57
2020,"Indicador 1","Zona de densidad intermedia","Pozoblanco","UE15","A14054",0.18
2020,"Indicador 1","Zona de densidad intermedia","Priego de Córdoba","UE15","A14055",0.52
2020,"Indicador 1","Zona de densidad intermedia","Puente Genil","UE15","A14056",0.21
2020,"Indicador 1","Zona de densidad intermedia","Rambla, La","UE15","A14057",0.21
2020,"Indicador 1","Zona de densidad intermedia","Rute","UE15","A14058",0.66
2020,"Indicador 1","Zona rural","San Sebastián de los Ballesteros","UE15","A14059",0
2020,"Indicador 1","Zona rural","Santaella","UE15","A14060",0.11
2020,"Indicador 1","Zona rural","Santa Eufemia","UE15","A14061",0.27
2020,"Indicador 1","Zona rural","Torrecampo","UE15","A14062",0.1
2020,"Indicador 1","Zona rural","Valenzuela","UE15","A14063",0.09
2020,"Indicador 1","Zona rural","Valsequillo","UE15","A14064",0
2020,"Indicador 1","Zona rural","Victoria, La","UE15","A14065",0.04
2020,"Indicador 1","Zona de densidad intermedia","Villa del Río","UE15","A14066",0.13
2020,"Indicador 1","Zona rural","Villafranca de Córdoba","UE15","A14067",0.16
2020,"Indicador 1","Zona rural","Villaharta","UE15","A14068",0.16
2020,"Indicador 1","Zona de densidad intermedia","Villanueva de Córdoba","UE15","A14069",0.06
2020,"Indicador 1","Zona rural","Villanueva del Duque","UE15","A14070",0.28
2020,"Indicador 1","Zona rural","Villanueva del Rey","UE15","A14071",0.1
2020,"Indicador 1","Zona rural","Villaralto","UE15","A14072",0.18
2020,"Indicador 1","Zona rural","Villaviciosa de Córdoba","UE15","A14073",0.13
2020,"Indicador 1","Zona rural","Viso, El","UE15","A14074",0
2020,"Indicador 1","Zona rural","Zuheros","UE15","A14075",2.2
2020,"Indicador 1","Zona rural","Fuente Carreteros","UE15","A14901",0.17
2020,"Indicador 1","Zona rural","Guijarrosa, La","UE15","A14902",0.22
2020,"Indicador 1","Zona rural","Agrón","UE15","A18001",2.31
2020,"Indicador 1","Zona rural","Alamedilla","UE15","A18002",0
2020,"Indicador 1","Zona de densidad intermedia","Albolote","UE15","A18003",0.6
2020,"Indicador 1","Zona rural","Albondón","UE15","A18004",3.37
2020,"Indicador 1","Zona rural","Albuñán","UE15","A18005",0
2020,"Indicador 1","Zona rural","Albuñol","UE15","A18006",1.59
2020,"Indicador 1","Zona rural","Albuñuelas","UE15","A18007",1.62
2020,"Indicador 1","Zona rural","Aldeire","UE15","A18010",1.9
2020,"Indicador 1","Zona de densidad intermedia","Alfacar","UE15","A18011",0.49
2020,"Indicador 1","Zona rural","Algarinejo","UE15","A18012",2.11
2020,"Indicador 1","Zona rural","Alhama de Granada","UE15","A18013",1.48
2020,"Indicador 1","Zona de densidad intermedia","Alhendín","UE15","A18014",0.91
2020,"Indicador 1","Zona rural","Alicún de Ortega","UE15","A18015",0
2020,"Indicador 1","Zona rural","Almegíjar","UE15","A18016",5.04
2020,"Indicador 1","Zona de densidad intermedia","Almuñécar","UE15","A18017",9.46
2020,"Indicador 1","Zona rural","Alquife","UE15","A18018",0.69
2020,"Indicador 1","Zona rural","Arenas del Rey","UE15","A18020",3.68
2020,"Indicador 1","Ciudades","Armilla","UE15","A18021",0.73
2020,"Indicador 1","Zona de densidad intermedia","Atarfe","UE15","A18022",0.35
2020,"Indicador 1","Zona de densidad intermedia","Baza","UE15","A18023",0.78
2020,"Indicador 1","Zona rural","Beas de Granada","UE15","A18024",0.61
2020,"Indicador 1","Zona rural","Beas de Guadix","UE15","A18025",0.3
2020,"Indicador 1","Zona rural","Benalúa","UE15","A18027",0.3
2020,"Indicador 1","Zona rural","Benalúa de las Villas","UE15","A18028",0.09
2020,"Indicador 1","Zona rural","Benamaurel","UE15","A18029",3.54
2020,"Indicador 1","Zona rural","Bérchules","UE15","A18030",5.2
2020,"Indicador 1","Zona rural","Bubión","UE15","A18032",5.37
2020,"Indicador 1","Zona rural","Busquístar","UE15","A18033",2.87
2020,"Indicador 1","Zona rural","Cacín","UE15","A18034",4.23
2020,"Indicador 1","Zona rural","Cádiar","UE15","A18035",3.75
2020,"Indicador 1","Ciudades","Cájar","UE15","A18036",1.08
2020,"Indicador 1","Zona rural","Calicasas","UE15","A18037",0.16
2020,"Indicador 1","Zona rural","Campotéjar","UE15","A18038",0.08
2020,"Indicador 1","Zona rural","Caniles","UE15","A18039",2.46
2020,"Indicador 1","Zona rural","Cáñar","UE15","A18040",18.04
2020,"Indicador 1","Zona rural","Capileira","UE15","A18042",3.91
2020,"Indicador 1","Zona rural","Carataunas","UE15","A18043",22.39
2020,"Indicador 1","Zona rural","Cástaras","UE15","A18044",18.3
2020,"Indicador 1","Zona rural","Castilléjar","UE15","A18045",7.65
2020,"Indicador 1","Zona rural","Castril","UE15","A18046",2.87
2020,"Indicador 1","Zona de densidad intermedia","Cenes de la Vega","UE15","A18047",1.34
2020,"Indicador 1","Zona rural","Cijuela","UE15","A18048",0.38
2020,"Indicador 1","Zona rural","Cogollos de Guadix","UE15","A18049",0.78
2020,"Indicador 1","Zona de densidad intermedia","Cogollos de la Vega","UE15","A18050",0.35
2020,"Indicador 1","Zona rural","Colomera","UE15","A18051",0.77
2020,"Indicador 1","Zona rural","Cortes de Baza","UE15","A18053",3.74
2020,"Indicador 1","Zona rural","Cortes y Graena","UE15","A18054",0.71
2020,"Indicador 1","Zona rural","Cúllar","UE15","A18056",1.81
2020,"Indicador 1","Zona de densidad intermedia","Cúllar Vega","UE15","A18057",0.62
2020,"Indicador 1","Zona de densidad intermedia","Chauchina","UE15","A18059",0.11
2020,"Indicador 1","Zona rural","Chimeneas","UE15","A18061",0.32
2020,"Indicador 1","Ciudades","Churriana de la Vega","UE15","A18062",0.59
2020,"Indicador 1","Zona rural","Darro","UE15","A18063",0.06
2020,"Indicador 1","Zona rural","Dehesas de Guadix","UE15","A18064",0.47
2020,"Indicador 1","Zona rural","Dehesas Viejas","UE15","A18065",0
2020,"Indicador 1","Zona rural","Deifontes","UE15","A18066",0.35
2020,"Indicador 1","Zona rural","Diezma","UE15","A18067",0.79
2020,"Indicador 1","Zona rural","Dílar","UE15","A18068",2.2
2020,"Indicador 1","Zona rural","Dólar","UE15","A18069",0.8
2020,"Indicador 1","Zona rural","Dúdar","UE15","A18070",0.92
2020,"Indicador 1","Zona de densidad intermedia","Dúrcal","UE15","A18071",1.38
2020,"Indicador 1","Zona rural","Escúzar","UE15","A18072",0.13
2020,"Indicador 1","Zona rural","Ferreira","UE15","A18074",0.33
2020,"Indicador 1","Zona rural","Fonelas","UE15","A18076",0.51
2020,"Indicador 1","Zona rural","Fornes","UE15","A18077",3.96
2020,"Indicador 1","Zona rural","Freila","UE15","A18078",7.77
2020,"Indicador 1","Zona de densidad intermedia","Fuente Vaqueros","UE15","A18079",0.3
2020,"Indicador 1","Zona rural","Galera","UE15","A18082",13.17
2020,"Indicador 1","Zona rural","Gobernador","UE15","A18083",0
2020,"Indicador 1","Ciudades","Gójar","UE15","A18084",1.32
2020,"Indicador 1","Zona rural","Gor","UE15","A18085",1.61
2020,"Indicador 1","Zona rural","Gorafe","UE15","A18086",3.92
2020,"Indicador 1","Ciudades","Granada","UE15","A18087",0.87
2020,"Indicador 1","Zona rural","Guadahortuna","UE15","A18088",0.32
2020,"Indicador 1","Zona de densidad intermedia","Guadix","UE15","A18089",0.42
2020,"Indicador 1","Zona rural","Gualchos","UE15","A18093",2.41
2020,"Indicador 1","Zona rural","Güéjar Sierra","UE15","A18094",2.45
2020,"Indicador 1","Zona rural","Güevéjar","UE15","A18095",0.15
2020,"Indicador 1","Zona rural","Huélago","UE15","A18096",0
2020,"Indicador 1","Zona rural","Huéneja","UE15","A18097",0.43
2020,"Indicador 1","Zona de densidad intermedia","Huéscar","UE15","A18098",1.15
2020,"Indicador 1","Zona rural","Huétor de Santillán","UE15","A18099",0.74
2020,"Indicador 1","Zona de densidad intermedia","Huétor Tájar","UE15","A18100",0.13
2020,"Indicador 1","Ciudades","Huétor Vega","UE15","A18101",1.12
2020,"Indicador 1","Zona rural","Íllora","UE15","A18102",1.02
2020,"Indicador 1","Zona rural","Ítrabo","UE15","A18103",3.33
2020,"Indicador 1","Zona de densidad intermedia","Iznalloz","UE15","A18105",0.61
2020,"Indicador 1","Zona rural","Játar","UE15","A18106",2.25
2020,"Indicador 1","Zona rural","Jayena","UE15","A18107",0.29
2020,"Indicador 1","Zona rural","Jérez del Marquesado","UE15","A18108",0.21
2020,"Indicador 1","Zona rural","Jete","UE15","A18109",9.71
2020,"Indicador 1","Zona rural","Jun","UE15","A18111",0.31
2020,"Indicador 1","Zona rural","Juviles","UE15","A18112",7.41
2020,"Indicador 1","Zona rural","Calahorra, La","UE15","A18114",0.15
2020,"Indicador 1","Zona rural","Láchar","UE15","A18115",0.28
2020,"Indicador 1","Zona rural","Lanjarón","UE15","A18116",4.79
2020,"Indicador 1","Zona rural","Lanteira","UE15","A18117",0.35
2020,"Indicador 1","Zona rural","Lecrín","UE15","A18119",7.28
2020,"Indicador 1","Zona rural","Lentegí","UE15","A18120",3
2020,"Indicador 1","Zona rural","Lobras","UE15","A18121",5.26
2020,"Indicador 1","Zona de densidad intermedia","Loja","UE15","A18122",1.06
2020,"Indicador 1","Zona rural","Lugros","UE15","A18123",0
2020,"Indicador 1","Zona rural","Lújar","UE15","A18124",11.18
2020,"Indicador 1","Zona rural","Malahá, La","UE15","A18126",0.56
2020,"Indicador 1","Ciudades","Maracena","UE15","A18127",0.3
2020,"Indicador 1","Zona rural","Marchal","UE15","A18128",0.48
2020,"Indicador 1","Zona rural","Moclín","UE15","A18132",2.18
2020,"Indicador 1","Zona rural","Molvízar","UE15","A18133",2.34
2020,"Indicador 1","Ciudades","Monachil","UE15","A18134",2.52
2020,"Indicador 1","Zona rural","Montefrío","UE15","A18135",1.68
2020,"Indicador 1","Zona rural","Montejícar","UE15","A18136",0.19
2020,"Indicador 1","Zona rural","Montillana","UE15","A18137",0.71
2020,"Indicador 1","Zona rural","Moraleda de Zafayona","UE15","A18138",3.3
2020,"Indicador 1","Zona de densidad intermedia","Motril","UE15","A18140",0.62
2020,"Indicador 1","Zona rural","Murtas","UE15","A18141",5.93
2020,"Indicador 1","Zona rural","Nigüelas","UE15","A18143",6.16
2020,"Indicador 1","Zona de densidad intermedia","Nívar","UE15","A18144",1.25
2020,"Indicador 1","Ciudades","Ogíjares","UE15","A18145",0.97
2020,"Indicador 1","Zona rural","Orce","UE15","A18146",5.57
2020,"Indicador 1","Zona rural","Órgiva","UE15","A18147",18.76
2020,"Indicador 1","Zona rural","Otívar","UE15","A18148",2.77
2020,"Indicador 1","Zona de densidad intermedia","Villa de Otura","UE15","A18149",1.36
2020,"Indicador 1","Zona de densidad intermedia","Padul","UE15","A18150",0.97
2020,"Indicador 1","Zona rural","Pampaneira","UE15","A18151",8.2
2020,"Indicador 1","Zona rural","Pedro Martínez","UE15","A18152",0.26
2020,"Indicador 1","Zona de densidad intermedia","Peligros","UE15","A18153",0.29
2020,"Indicador 1","Zona rural","Peza, La","UE15","A18154",0.17
2020,"Indicador 1","Zona rural","Pinos Genil","UE15","A18157",1.95
2020,"Indicador 1","Zona de densidad intermedia","Pinos Puente","UE15","A18158",0.14
2020,"Indicador 1","Zona rural","Píñar","UE15","A18159",0
2020,"Indicador 1","Zona rural","Polícar","UE15","A18161",1.52
2020,"Indicador 1","Zona rural","Polopos","UE15","A18162",3.43
2020,"Indicador 1","Zona rural","Pórtugos","UE15","A18163",1.63
2020,"Indicador 1","Zona rural","Puebla de Don Fadrique","UE15","A18164",0.45
2020,"Indicador 1","Ciudades","Pulianas","UE15","A18165",0.16
2020,"Indicador 1","Zona rural","Purullena","UE15","A18167",0.26
2020,"Indicador 1","Zona rural","Quéntar","UE15","A18168",1.27
2020,"Indicador 1","Zona rural","Rubite","UE15","A18170",7.85
2020,"Indicador 1","Zona rural","Salar","UE15","A18171",1.03
2020,"Indicador 1","Zona de densidad intermedia","Salobreña","UE15","A18173",6.07
2020,"Indicador 1","Zona rural","Santa Cruz del Comercio","UE15","A18174",5.46
2020,"Indicador 1","Zona de densidad intermedia","Santa Fe","UE15","A18175",0.36
2020,"Indicador 1","Zona rural","Soportújar","UE15","A18176",3.79
2020,"Indicador 1","Zona rural","Sorvilán","UE15","A18177",3.04
2020,"Indicador 1","Zona rural","Torre-Cardela","UE15","A18178",0
2020,"Indicador 1","Zona rural","Torvizcón","UE15","A18179",10.08
2020,"Indicador 1","Zona rural","Trevélez","UE15","A18180",1.22
2020,"Indicador 1","Zona rural","Turón","UE15","A18181",10.78
2020,"Indicador 1","Zona rural","Ugíjar","UE15","A18182",1.75
2020,"Indicador 1","Zona rural","Válor","UE15","A18183",2.95
2020,"Indicador 1","Zona rural","Vélez de Benaudalla","UE15","A18184",4.46
2020,"Indicador 1","Zona rural","Ventas de Huelma","UE15","A18185",0.76
2020,"Indicador 1","Zona rural","Villanueva de las Torres","UE15","A18187",0.53
2020,"Indicador 1","Zona rural","Villanueva Mesía","UE15","A18188",0.4
2020,"Indicador 1","Zona de densidad intermedia","Víznar","UE15","A18189",0.81
2020,"Indicador 1","Zona rural","Zafarraya","UE15","A18192",0.24
2020,"Indicador 1","Ciudades","Zubia, La","UE15","A18193",0.98
2020,"Indicador 1","Zona rural","Zújar","UE15","A18194",1.77
2020,"Indicador 1","Zona rural","Taha, La","UE15","A18901",15.67
2020,"Indicador 1","Zona rural","Valle, El","UE15","A18902",6.17
2020,"Indicador 1","Zona rural","Nevada","UE15","A18903",3.45
2020,"Indicador 1","Zona rural","Alpujarra de la Sierra","UE15","A18904",4.85
2020,"Indicador 1","Ciudades","Gabias, Las","UE15","A18905",0.63
2020,"Indicador 1","Zona rural","Guájares, Los","UE15","A18906",2.47
2020,"Indicador 1","Zona rural","Valle del Zalabí","UE15","A18907",0.1
2020,"Indicador 1","Zona de densidad intermedia","Villamena","UE15","A18908",2.57
2020,"Indicador 1","Zona rural","Morelábor","UE15","A18909",0.17
2020,"Indicador 1","Zona rural","Pinar, El","UE15","A18910",6.71
2020,"Indicador 1","Zona de densidad intermedia","Vegas del Genil","UE15","A18911",0.55
2020,"Indicador 1","Zona rural","Cuevas del Campo","UE15","A18912",2.98
2020,"Indicador 1","Zona rural","Zagra","UE15","A18913",0.34
2020,"Indicador 1","Zona rural","Valderrubio","UE15","A18914",0
2020,"Indicador 1","Zona rural","Domingo Pérez de Granada","UE15","A18915",0.46
2020,"Indicador 1","Zona rural","Torrenueva Costa","UE15","A18916",1.18
2020,"Indicador 1","Zona rural","Alájar","UE15","A21001",3.95
2020,"Indicador 1","Zona de densidad intermedia","Aljaraque","UE15","A21002",0.76
2020,"Indicador 1","Zona rural","Almendro, El","UE15","A21003",1.43
2020,"Indicador 1","Zona rural","Almonaster la Real","UE15","A21004",0.78
2020,"Indicador 1","Zona de densidad intermedia","Almonte","UE15","A21005",0.42
2020,"Indicador 1","Zona rural","Alosno","UE15","A21006",0.2
2020,"Indicador 1","Zona de densidad intermedia","Aracena","UE15","A21007",0.91
2020,"Indicador 1","Zona rural","Aroche","UE15","A21008",0.46
2020,"Indicador 1","Zona rural","Arroyomolinos de León","UE15","A21009",0
2020,"Indicador 1","Zona de densidad intermedia","Ayamonte","UE15","A21010",7.08
2020,"Indicador 1","Zona rural","Beas","UE15","A21011",0.32
2020,"Indicador 1","Zona rural","Berrocal","UE15","A21012",1.65
2020,"Indicador 1","Zona de densidad intermedia","Bollullos Par del Condado","UE15","A21013",0.26
2020,"Indicador 1","Zona de densidad intermedia","Bonares","UE15","A21014",0.81
2020,"Indicador 1","Zona rural","Cabezas Rubias","UE15","A21015",0.57
2020,"Indicador 1","Zona rural","Cala","UE15","A21016",0.35
2020,"Indicador 1","Zona rural","Calañas","UE15","A21017",0.11
2020,"Indicador 1","Zona rural","Campillo, El","UE15","A21018",0.2
2020,"Indicador 1","Zona rural","Campofrío","UE15","A21019",0.14
2020,"Indicador 1","Zona rural","Cañaveral de León","UE15","A21020",0.76
2020,"Indicador 1","Zona de densidad intermedia","Cartaya","UE15","A21021",0.93
2020,"Indicador 1","Zona rural","Castaño del Robledo","UE15","A21022",6.14
2020,"Indicador 1","Zona rural","Cerro de Andévalo, El","UE15","A21023",0.47
2020,"Indicador 1","Zona rural","Corteconcepción","UE15","A21024",1.68
2020,"Indicador 1","Zona rural","Cortegana","UE15","A21025",0.65
2020,"Indicador 1","Zona rural","Cortelazor","UE15","A21026",3.34
2020,"Indicador 1","Zona rural","Cumbres de Enmedio","UE15","A21027",0
2020,"Indicador 1","Zona rural","Cumbres de San Bartolomé","UE15","A21028",0.27
2020,"Indicador 1","Zona rural","Cumbres Mayores","UE15","A21029",0.17
2020,"Indicador 1","Zona rural","Chucena","UE15","A21030",0
2020,"Indicador 1","Zona rural","Encinasola","UE15","A21031",0.84
2020,"Indicador 1","Zona de densidad intermedia","Escacena del Campo","UE15","A21032",0.09
2020,"Indicador 1","Zona rural","Fuenteheridos","UE15","A21033",2.54
2020,"Indicador 1","Zona rural","Galaroza","UE15","A21034",1.37
2020,"Indicador 1","Zona de densidad intermedia","Gibraleón","UE15","A21035",0.47
2020,"Indicador 1","Zona rural","Granada de Río-Tinto, La","UE15","A21036",0.41
2020,"Indicador 1","Zona rural","Granado, El","UE15","A21037",2.26
2020,"Indicador 1","Zona rural","Higuera de la Sierra","UE15","A21038",0.46
2020,"Indicador 1","Zona rural","Hinojales","UE15","A21039",0
2020,"Indicador 1","Zona rural","Hinojos","UE15","A21040",0.81
2020,"Indicador 1","Ciudades","Huelva","UE15","A21041",0.28
2020,"Indicador 1","Zona de densidad intermedia","Isla Cristina","UE15","A21042",0.64
2020,"Indicador 1","Zona rural","Jabugo","UE15","A21043",1.15
2020,"Indicador 1","Zona de densidad intermedia","Lepe","UE15","A21044",0.91
2020,"Indicador 1","Zona rural","Linares de la Sierra","UE15","A21045",2.67
2020,"Indicador 1","Zona rural","Lucena del Puerto","UE15","A21046",0.25
2020,"Indicador 1","Zona rural","Manzanilla","UE15","A21047",0.19
2020,"Indicador 1","Zona rural","Marines, Los","UE15","A21048",4.01
2020,"Indicador 1","Zona rural","Minas de Riotinto","UE15","A21049",0.1
2020,"Indicador 1","Zona de densidad intermedia","Moguer","UE15","A21050",0.25
2020,"Indicador 1","Zona rural","Nava, La","UE15","A21051",0.39
2020,"Indicador 1","Zona rural","Nerva","UE15","A21052",0.12
2020,"Indicador 1","Zona rural","Niebla","UE15","A21053",0.58
2020,"Indicador 1","Zona de densidad intermedia","Palma del Condado, La","UE15","A21054",0.5
2020,"Indicador 1","Zona de densidad intermedia","Palos de la Frontera","UE15","A21055",0.4
2020,"Indicador 1","Zona de densidad intermedia","Paterna del Campo","UE15","A21056",0.06
2020,"Indicador 1","Zona rural","Paymogo","UE15","A21057",1.2
2020,"Indicador 1","Zona rural","Puebla de Guzmán","UE15","A21058",0.36
2020,"Indicador 1","Zona rural","Puerto Moral","UE15","A21059",0
2020,"Indicador 1","Zona de densidad intermedia","Punta Umbría","UE15","A21060",0.7
2020,"Indicador 1","Zona de densidad intermedia","Rociana del Condado","UE15","A21061",0.14
2020,"Indicador 1","Zona rural","Rosal de la Frontera","UE15","A21062",3.01
2020,"Indicador 1","Zona rural","San Bartolomé de la Torre","UE15","A21063",1.09
2020,"Indicador 1","Zona de densidad intermedia","San Juan del Puerto","UE15","A21064",0.32
2020,"Indicador 1","Zona rural","Sanlúcar de Guadiana","UE15","A21065",21.09
2020,"Indicador 1","Zona rural","San Silvestre de Guzmán","UE15","A21066",3.58
2020,"Indicador 1","Zona rural","Santa Ana la Real","UE15","A21067",2.32
2020,"Indicador 1","Zona rural","Santa Bárbara de Casa","UE15","A21068",0.67
2020,"Indicador 1","Zona rural","Santa Olalla del Cala","UE15","A21069",0.05
2020,"Indicador 1","Zona de densidad intermedia","Trigueros","UE15","A21070",0.2
2020,"Indicador 1","Zona rural","Valdelarco","UE15","A21071",0.43
2020,"Indicador 1","Zona de densidad intermedia","Valverde del Camino","UE15","A21072",0.27
2020,"Indicador 1","Zona rural","Villablanca","UE15","A21073",4.51
